Name,Website,Domain,Description,Location,Founded,Employees,Specialties,Technologies,Category,Subcategory,Image URL
Sorted,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Sortly,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SoSha,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
SOTAI,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SoterAI,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Sotero,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Sotira,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Soundoshi,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Soundspace,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Soundstr,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Soundsuit,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Source Audio,,,,,,,[object Object]; [object Object],,AI Company,,
Source Defense,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
Source Technologies,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Source,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Source7,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
SourceAI,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
sourceeasy,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SourceEazy,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Sourcepoint,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SOURCIX,,,,,,,,,AI Company,,
Sourcr,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SourseAI,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Southern Lights,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Sova Assessment,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Soveren,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SOWIT,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SP CE Technologies,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spacebring,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spaceflow,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spacelift,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SpacePass,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spaceti,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
"SPARE CS, INC",,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SpareIt,,,,,,,[object Object],,AI Company,,
SPARKLANE,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SparkPlug,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SparkReceipt,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Sparkwork Software,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Sparrosense,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Sparrow Biologic,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
Sparta,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Sparx,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spatial Data Logic,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spaycial,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Speach,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Speak_,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Speaksee Venue Accessibility,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spec-ID,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spec,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SpecCheck,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spectaflow,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
specter automation,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spectral Augmented Industries,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spectrm,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SpectrumOne,,,,,,,[object Object]; [object Object],,AI Company,,
SpeedSize,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spell,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spendbase,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spendgo,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spendkey,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
Spendly,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spenfi,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Sperta,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SphereEx,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SphereTrax,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spheroid Universe,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SpiceCSM,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spidr,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spikerz,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spin.AI,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spinach AI,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spine AI,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
Spinview,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spiny,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spirable,,,,,,,[object Object]; [object Object],,AI Company,,
Spiral,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spiritme,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
Spiro.AI,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SplendApp,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Split Tech-Solutions GmbH,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
Splitz,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SplxAI,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spoak,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spoiler Alert,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spoki,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spokn,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spontivly,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
spoonfed,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spore Finance,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SportAI,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SportsMarkit,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spot Ship,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
Spotivity,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spotlight Reporting,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spotlight,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SpotRight,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Spotz,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SPREAD AI,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Sprih,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Springring,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Springshot,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Springworks,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Sprockets,,,,,,,[object Object]; [object Object],,AI Company,,
Sprout,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SPYBEE,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
SPYCE5,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
